ID,location,pressure_dbar,temperature,salinity_permil,DO_mg_L,depth
id1215,wP13,6.2,17.569,32.073,8.915,6.1612015
id1216,wP13,6.3,17.568,32.074,8.907,6.260574199
id1217,wP13,6.4,17.569,32.074,8.909,6.359946849
id1218,wP13,6.5,17.569,32.072,8.905,6.459319452
id1219,wP13,6.6,17.569,32.071,8.887,6.558692007
id1220,wP13,6.7,17.565,32.071,8.886,6.658064513
id1221,wP13,6.8,17.563,32.074,8.884,6.757436971
id1222,wP13,6.9,17.565,32.077,8.878,6.856809381
id1223,wP13,7,17.566,32.073,8.862,6.956181742
id1224,wP13,7.1,17.564,32.073,8.867,7.055554055
id1225,wP13,7.2,17.563,32.075,8.87,7.154926321
id1226,wP13,7.3,17.563,32.074,8.846,7.254298538
id1227,wP13,7.4,17.564,32.074,8.855,7.353670706
id1228,wP13,7.5,17.563,32.074,8.858,7.453042827
id1229,wP13,7.6,17.562,32.071,8.853,7.552414899
id1230,wP13,7.7,17.562,32.072,8.847,7.651786923
id1231,wP13,7.8,17.557,32.064,8.835,7.751158899
id1232,wP13,7.9,17.557,32.074,8.838,7.850530827
id1233,wP13,8,17.557,NA,8.842,7.949902707
id1234,wP13,8.1,17.556,32.072,8.832,8.049274538
id1235,wP13,8.2,17.555,32.073,8.834,8.148646321
id1236,wP13,8.3,17.553,32.073,8.829,8.248018056
id1237,wP13,8.4,17.552,32.069,8.825,8.347389743
id1238,wP13,8.5,17.552,32.075,8.816,8.446761381
id1239,wP13,8.6,17.553,32.072,8.809,8.546132971
id1240,wP13,8.7,17.552,32.072,8.797,8.645504513
id1241,wP13,8.8,17.55,32.074,8.816,8.744876007
id1242,wP13,8.9,17.55,32.074,8.811,8.844247453
id1243,wP13,9,17.549,32.072,8.795,8.94361885
id1244,wP13,9.1,17.549,32.072,8.806,9.0429902
id1245,wP13,9.2,17.545,32.072,8.8,9.142361501
id1246,wP13,9.3,17.544,32.072,8.792,9.241732754
id1247,wP13,9.4,17.543,32.073,8.793,9.341103958
id1248,wP13,9.5,17.542,32.075,8.788,9.440475115
id1249,wP13,9.6,17.542,32.075,8.777,9.539846223
id1250,wP13,9.7,17.541,32.074,8.767,9.639217283
id1251,wP13,9.8,17.54,32.076,8.767,9.738588295
id1252,wP13,9.9,17.543,32.08,8.764,9.837959258
id1253,wP13,10,17.548,32.071,NA,9.937330174
id1254,wP14,0.3,17.65,32.125,8.79,0.29812692
id1255,wP14,0.4,17.711,32.077,8.794,0.397502464
id1256,wP14,0.5,17.732,32.067,8.808,0.496877959
id1257,wP14,0.6,17.698,32.005,8.824,0.596253407
id1258,wP14,0.7,17.697,32.088,8.829,0.695628805
id1259,wP14,0.8,17.856,31.995,8.856,0.795004156
id1260,wP14,0.9,17.882,32.038,8.891,0.894379459
id1261,wP14,1,17.874,32.036,8.896,0.993754713
id1262,wP14,1.1,17.831,32.068,8.896,1.093129919
id1263,wP14,1.2,17.857,32.062,8.91,1.192505077
id1264,wP14,1.3,17.856,32.058,8.919,1.291880187
id1265,wP14,1.4,17.843,32.065,8.923,1.391255248
id1266,wP14,1.5,17.839,32.064,8.935,1.490630262
id1267,wP14,1.6,17.804,32.062,8.941,1.590005227
id1268,wP14,1.7,17.813,32.07,8.949,1.689380143
id1269,wP14,1.8,17.802,32.027,8.958,1.788755012
id1270,wP14,1.9,17.705,32.039,8.967,1.888129832
id1271,wP14,2,17.662,32.049,8.97,1.987504605
id1272,wP14,2.1,17.617,32.055,8.966,2.086879329
id1273,wP14,2.2,17.596,32.058,8.961,2.186254004
id1274,wP14,2.3,17.573,32.05,8.961,2.285628632
id1275,wP14,2.4,17.558,32.054,8.946,2.385003211
id1276,wP14,2.5,17.532,32.06,8.914,2.484377742
id1277,wP14,2.6,17.521,32.064,8.892,2.583752225
id1278,wP14,2.7,17.516,32.065,8.88,2.68312666
id1279,wP14,2.8,17.512,32.064,8.855,2.782501046
id1280,wP14,2.9,17.508,32.062,8.841,2.881875385
id1281,wP14,3,17.505,32.066,8.819,2.981249675
id1282,wP14,3.1,17.505,32.064,8.799,3.080623916
id1283,wP14,3.2,17.499,32.063,8.779,3.17999811
id1284,wP14,3.3,17.494,32.062,8.782,3.279372255
id1285,wP14,3.4,17.49,32.067,8.767,3.378746353
id1286,wP14,3.5,17.488,32.067,8.747,3.478120402
id1287,wP14,3.6,17.486,32.068,8.718,3.577494402
id1288,wP14,3.7,17.482,32.071,8.714,3.676868355
id1289,wP14,3.8,17.481,32.069,8.689,3.776242259
id1290,wP14,3.9,17.48,32.07,8.665,3.875616115
id1291,wP14,4,17.479,32.071,8.666,3.974989923
id1292,wP14,4.1,17.48,32.07,8.663,4.074363683
id1293,wP14,4.2,17.479,32.071,8.649,4.173737394
id1294,wP14,4.3,17.478,32.07,8.63,4.273111058
id1295,wP14,4.4,17.473,32.069,8.631,4.372484673
id1296,wP14,4.5,17.469,32.073,8.623,4.47185824
id1297,wP14,4.6,17.468,32.071,8.613,4.571231758
id1298,wP14,4.7,17.465,32.07,8.594,4.670605229
id1299,wP14,4.8,17.461,32.074,8.589,4.769978651
id1300,wP14,4.9,17.458,32.076,8.59,4.869352025
id1301,wP14,5,17.455,32.077,8.569,4.968725351
id1302,wP14,5.1,17.456,32.076,8.564,5.068098628
id1303,wP14,5.2,17.456,32.076,8.546,5.167471858
id1304,wP14,5.3,17.457,32.076,8.547,5.266845039
id1305,wP14,5.4,17.457,32.075,8.537,5.366218172
id1306,wP14,5.5,17.457,32.075,8.523,5.465591256
id1307,wP14,5.6,17.457,32.076,8.513,5.564964293
id1308,wP14,5.7,17.457,32.077,8.518,5.664337281
id1309,wP14,5.8,17.457,32.076,8.509,5.763710221
id1310,wP14,5.9,17.458,32.074,8.507,5.863083113
id1311,wP14,6,17.457,32.078,8.503,5.962455957
id1312,wP14,6.1,17.458,32.076,8.501,6.061828752
id1313,wP14,6.2,17.458,32.077,8.5,6.1612015
id1314,wP14,6.3,17.457,32.076,8.497,6.260574199
id1315,wP14,6.4,17.457,32.077,8.492,6.359946849
id1316,wP14,6.5,17.457,32.075,8.494,6.459319452
id1317,wP14,6.6,17.457,32.078,8.492,6.558692007
id1318,wP14,6.7,17.457,32.073,8.495,6.658064513
id1319,wP14,6.8,17.457,32.076,8.497,6.757436971
id1320,wP14,6.9,17.457,32.078,8.491,6.856809381
id1321,wP14,7,17.456,32.079,8.49,6.956181742
id1322,wP14,7.1,17.458,32.08,8.484,7.055554055
id1323,wP14,7.2,17.458,32.078,8.494,7.154926321
id1324,wP14,7.3,17.459,32.076,8.485,7.254298538
id1325,wP14,7.4,17.458,32.077,8.478,7.353670706
id1326,wP14,7.5,17.459,32.078,8.481,7.453042827
id1327,wP14,7.6,17.46,32.077,8.49,7.552414899
id1328,wP14,7.7,17.46,32.078,8.475,7.651786923
id1329,wP14,7.8,17.46,32.079,8.485,7.751158899
id1330,wP14,7.9,17.459,32.078,8.473,7.850530827
id1331,wP14,8,17.46,32.079,8.478,7.949902707
id1332,wP14,8.1,17.461,32.077,8.473,8.049274538
id1333,wP14,8.2,17.461,32.078,8.484,8.148646321
id1334,wP14,8.3,17.462,32.078,8.481,8.248018056
id1335,wP14,8.4,17.462,32.079,8.473,8.347389743
id1336,wP14,8.5,17.462,32.077,8.466,8.446761381
id1337,wP14,8.6,17.462,32.08,8.469,8.546132971
id1338,wP14,8.7,17.462,32.079,8.477,8.645504513
id1339,wP14,8.8,17.463,32.078,8.47,8.744876007
id1340,wP14,8.9,17.462,32.077,8.472,8.844247453
id1341,wP14,9,17.463,32.076,8.477,8.94361885
id1342,wP14,9.1,17.462,32.078,8.477,9.0429902
id1343,wP14,9.2,17.463,32.079,8.468,9.142361501
id1344,wP14,9.3,17.462,32.079,8.472,9.241732754
id1345,wP14,9.4,17.463,32.08,8.473,9.341103958
id1346,wP14,9.5,17.462,32.079,8.478,9.440475115
id1347,wP14,9.6,17.461,32.081,8.474,9.539846223
id1348,wP14,9.7,17.464,32.079,8.476,9.639217283
id1349,wP14,9.8,17.464,32.08,8.48,9.738588295
id1350,wP14,9.9,17.465,32.079,NA,9.837959258
