location,time,longitude,latitude,pressure_dbar,temperature,salinity_permil,conductivity_mS_cm,EC_uS_cm,density_kg_m3,sigmaT,chl.flu_ppb,chl.a_ppb,turbidity_FTU,DO_perc,DO_mg_L,DO_umol_L,battery_V,depth
sP03,2024/07/29 11:37,113.8421,22.197571,1.9,27.953,21.384,36.114,33911.225,1012.215,12.207,0.98,0.98,9.11,79.33,5.503,171.968,8.02,1.888129832
sP03,2024/07/29 11:37,113.8421,22.197571,2,27.957,21.238,35.894,33701.432,1012.105,12.097,0.96,0.96,8.94,77.39,5.372,167.874,8.05,1.987504605
sP03,2024/07/29 11:37,113.8421,22.197571,2.1,27.944,21.312,35.998,33808.336,1012.165,12.156,0.94,0.94,9.41,77.13,5.353,167.287,8.05,2.086879329
sP03,2024/07/29 11:37,113.8421,22.197571,2.2,27.92,21.566,36.369,34173.533,1012.362,12.353,0.87,0.87,10.69,77.05,5.342,166.951,8.06,2.186254004
sP03,2024/07/29 11:37,113.8421,22.197571,2.3,27.913,21.614,36.437,34242.589,1012.401,12.391,0.84,0.84,10.74,76.99,5.337,166.795,8.04,2.285628632
sP03,2024/07/29 11:37,113.8421,22.197571,2.4,27.89,21.817,36.73,34534.62,1012.56,12.55,0.92,0.92,12.86,76.86,5.324,166.401,8.05,2.385003211
sP03,2024/07/29 11:37,113.8421,22.197571,2.5,27.864,21.958,36.926,34737.634,1012.674,12.663,1,1,11.83,75.62,5.237,163.667,8.04,2.484377742
sP03,2024/07/29 11:37,113.8421,22.197571,2.6,27.857,22.129,37.181,34982.297,1012.804,12.793,0.84,0.84,12.35,75.64,5.234,163.576,8.08,2.583752225
sP03,2024/07/29 11:37,113.8421,22.197571,2.7,27.831,22.205,37.278,35092.507,1012.869,12.858,0.87,0.87,11.66,75.36,5.214,162.944,8.03,2.68312666
sP03,2024/07/29 11:37,113.8421,22.197571,2.8,27.842,22.087,37.108,34924.462,1012.779,12.767,1.15,1.15,10.98,74.8,5.179,161.858,8.06,2.782501046
sP03,2024/07/29 11:37,113.8421,22.197571,2.9,27.841,22.127,37.168,34981.438,1012.809,12.797,0.87,0.87,11.93,74.78,5.176,161.761,8.04,2.881875385
sP03,2024/07/29 11:37,113.8421,22.197571,3,27.828,22.281,37.392,35202.432,1012.929,12.916,0.85,0.85,12.02,74.77,5.171,161.618,8.06,2.981249675
sP03,2024/07/29 11:37,113.8421,22.197571,3.1,27.771,22.862,38.23,36033.14,1013.381,13.368,0.96,0.96,13.69,74.06,5.111,159.718,8.05,3.080623916
sP03,2024/07/29 11:37,113.8421,22.197571,3.2,27.709,23.297,38.839,36654.644,1013.726,13.712,0.93,0.93,13.63,73.7,5.079,158.734,8.04,3.17999811
sP03,2024/07/29 11:37,113.8421,22.197571,3.3,27.681,23.501,39.126,36947.009,1013.888,13.874,0.94,0.94,12.52,73.31,5.05,157.823,8.06,3.279372255
sP03,2024/07/29 11:37,113.8421,22.197571,3.4,27.646,23.691,39.384,37217.825,1014.041,14.026,0.87,0.87,12.13,72.15,4.967,155.224,8.06,3.378746353
sP03,2024/07/29 11:37,113.8421,22.197571,3.5,27.656,23.685,39.384,37209.672,1014.034,14.019,1.16,1.16,13.99,70.25,4.835,151.115,8.05,3.478120402
sP03,2024/07/29 11:37,113.8421,22.197571,3.6,27.63,23.803,39.541,37377.689,1014.131,14.115,0.8,0.8,12.94,70.43,4.846,151.438,8.06,3.577494402
sP03,2024/07/29 11:37,113.8421,22.197571,3.7,27.628,23.825,39.572,37408.871,1014.148,14.132,0.78,0.78,12.97,70.36,4.841,151.285,8.07,3.676868355
sP03,2024/07/29 11:37,113.8421,22.197571,3.8,27.618,23.891,39.663,37502.559,1014.201,14.184,0.78,0.78,13.51,70.03,4.817,150.547,8.05,3.776242259
sP03,2024/07/29 11:37,113.8421,22.197571,3.9,27.614,23.909,39.686,37528.341,1014.216,14.199,0.83,0.83,11.44,68.89,4.739,148.112,8.06,3.875616115
sP03,2024/07/29 11:37,113.8421,22.197571,4,27.599,24.031,39.857,37702.043,1014.313,14.295,0.96,0.96,10.77,68.7,4.724,147.629,8.04,3.974989923
sP03,2024/07/29 11:37,113.8421,22.197571,4.1,27.581,24.123,39.983,37834.436,1014.388,14.37,0.76,0.76,10.09,68.45,4.706,147.067,8.04,4.074363683
sP03,2024/07/29 11:37,113.8421,22.197571,4.2,27.559,24.311,40.246,38100.616,1014.535,14.517,0.81,0.81,8.38,67.95,4.671,145.993,8.06,4.173737394
sP03,2024/07/29 11:37,113.8421,22.197571,4.3,27.52,24.615,40.669,38533.216,1014.776,14.757,1,1,9.03,67.64,4.641,145.036,8.05,4.273111058
sP03,2024/07/29 11:37,113.8421,22.197571,4.4,27.479,24.799,40.91,38794.37,1014.926,14.907,0.91,0.91,10.02,67.63,4.639,144.973,8.04,4.372484673
sP03,2024/07/29 11:37,113.8421,22.197571,4.5,27.448,24.844,40.954,38860.695,1014.971,14.951,0.8,0.8,10.36,67.47,4.63,144.687,8.07,4.47185824
sP03,2024/07/29 11:37,113.8421,22.197571,4.6,27.416,24.939,41.069,38996.006,1015.052,15.032,0.91,0.91,11.66,67.34,4.62,144.384,8.05,4.571231758
sP03,2024/07/29 11:37,113.8421,22.197571,4.7,27.403,24.982,41.122,39057.287,1015.088,15.068,0.97,0.97,12.85,67.21,4.611,144.105,8.05,4.670605229
sP03,2024/07/29 11:37,113.8421,22.197571,4.8,27.411,24.972,41.114,39042.812,1015.079,15.058,1.08,1.08,11.32,66.83,4.585,143.295,8.07,4.769978651
sP03,2024/07/29 11:37,113.8421,22.197571,4.9,27.398,25.005,41.153,39090.702,1015.108,15.087,1.01,1.01,12.08,66.76,4.58,143.126,8.05,4.869352025
sP03,2024/07/29 11:37,113.8421,22.197571,5,27.399,25.003,41.151,39088.006,1015.107,15.085,0.9,0.9,13,66.76,4.582,143.187,8.05,4.968725351
sP04,2024/07/29 12:23,113.83878,22.232893,0,26.007,0.061,0.123,119.913,996.83,-3.17,-0.22,-0.22,0.03,97.37,7.809,244.057,8.14,0
sP04,2024/07/29 12:23,113.83878,22.232893,0.1,28.184,13.26,23.478,21940.768,1006.077,6.076,1.18,1.18,2.15,100.68,7.271,227.233,8.11,0.099375688
sP04,2024/07/29 12:23,113.83878,22.232893,0.2,28.812,13.071,23.45,21635.657,1005.745,5.745,1.26,1.26,1.77,96.56,6.919,216.245,8.09,0.198751328
sP04,2024/07/29 12:23,113.83878,22.232893,0.3,28.844,13.058,23.443,21615.496,1005.727,5.725,1.21,1.21,1.8,92.79,6.641,207.559,8.08,0.29812692
sP04,2024/07/29 12:23,113.83878,22.232893,0.4,28.852,13.052,23.437,21605.998,1005.72,5.718,1.23,1.23,1.71,92.33,6.607,206.496,8.06,0.397502464
sP04,2024/07/29 12:23,113.83878,22.232893,0.5,28.857,13.087,23.497,21659.253,1005.745,5.743,1.26,1.26,1.66,91.75,6.565,205.169,8.06,0.496877959
sP04,2024/07/29 12:23,113.83878,22.232893,0.6,28.868,13.086,23.499,21656.331,1005.741,5.738,1.21,1.21,1.66,91.65,6.556,204.885,8.05,0.596253407
sP04,2024/07/29 12:23,113.83878,22.232893,0.7,28.876,13.094,23.517,21668.901,1005.745,5.742,1.19,1.19,1.62,91.79,6.565,205.165,8.04,0.695628805
sP04,2024/07/29 12:23,113.83878,22.232893,0.8,28.876,13.088,23.506,21658.958,1005.741,5.737,1.19,1.19,1.66,91.73,6.561,205.037,8.04,0.795004156
sP04,2024/07/29 12:23,113.83878,22.232893,0.9,28.889,13.096,23.526,21671.674,1005.744,5.74,1.25,1.25,1.69,91.65,6.554,204.816,8.03,0.894379459
sP04,2024/07/29 12:23,113.83878,22.232893,1,28.89,13.098,23.528,21673.711,1005.745,5.74,1.31,1.31,1.66,91.71,6.558,204.94,8.03,0.993754713
sP04,2024/07/29 12:23,113.83878,22.232893,1.1,28.897,13.104,23.542,21683.255,1005.748,5.743,1.24,1.24,1.63,91.72,6.557,204.917,8.04,1.093129919
sP04,2024/07/29 12:23,113.83878,22.232893,1.2,28.904,13.128,23.585,21719.705,1005.764,5.759,1.26,1.26,1.68,91.62,6.549,204.662,8.04,1.192505077
sP04,2024/07/29 12:23,113.83878,22.232893,1.3,28.906,13.734,24.58,22634.859,1006.215,6.209,1.27,1.27,1.6,91.52,6.519,203.741,8.03,1.291880187
sP04,2024/07/29 12:23,113.83878,22.232893,1.4,28.905,13.525,24.238,22320.161,1006.06,6.054,1.19,1.19,1.75,90.6,6.46,201.895,8.04,1.391255248
sP04,2024/07/29 12:23,113.83878,22.232893,1.5,28.896,13.932,24.899,22933.634,1006.366,6.359,1.15,1.15,1.56,90.62,6.448,201.527,8.04,1.490630262
sP04,2024/07/29 12:23,113.83878,22.232893,1.6,28.858,14.358,25.575,23574.693,1006.695,6.688,1.1,1.1,1.54,89.54,6.361,198.779,8.04,1.590005227
sP04,2024/07/29 12:23,113.83878,22.232893,1.7,28.843,14.505,25.808,23796.09,1006.81,6.802,1.24,1.24,1.51,89.23,6.336,198.015,8.03,1.689380143
sP04,2024/07/29 12:23,113.83878,22.232893,1.8,28.793,15.545,27.465,25350.04,1007.6,7.592,1.14,1.14,1.41,88.57,6.258,195.581,8.04,1.788755012
sP04,2024/07/29 12:23,113.83878,22.232893,1.9,28.656,16.317,28.631,26499.662,1008.218,8.209,1.19,1.19,3.04,87.46,6.166,192.711,8.03,1.888129832
sP04,2024/07/29 12:23,113.83878,22.232893,2,28.637,16.784,29.366,27190.335,1008.572,8.563,1.14,1.14,1.25,87.13,6.131,191.59,8.04,1.987504605
sP04,2024/07/29 12:23,113.83878,22.232893,2.1,28.574,17.003,29.678,27515.009,1008.755,8.746,1.05,1.05,1.84,86.84,6.108,190.897,8.04,2.086879329
sP04,2024/07/29 12:23,113.83878,22.232893,2.2,28.533,17.144,29.879,27724.567,1008.873,8.864,1.08,1.08,1.17,86.24,6.066,189.573,8.04,2.186254004
sP04,2024/07/29 12:23,113.83878,22.232893,2.3,28.527,17.146,29.879,27727.796,1008.877,8.867,1.01,1.01,1.13,86.08,6.055,189.235,8.04,2.285628632
sP04,2024/07/29 12:23,113.83878,22.232893,2.4,28.524,17.192,29.951,27796.449,1008.913,8.903,1.01,1.01,1.08,85.93,6.043,188.863,8.04,2.385003211
sP04,2024/07/29 12:23,113.83878,22.232893,2.5,28.518,17.364,30.219,28048.342,1009.043,9.032,0.98,0.98,1.08,85.8,6.03,188.437,8.04,2.484377742
sP04,2024/07/29 12:23,113.83878,22.232893,2.6,28.476,17.806,30.894,28698.87,1009.386,9.374,1.47,1.47,1.39,85.51,5.998,187.456,8.03,2.583752225
sP04,2024/07/29 12:23,113.83878,22.232893,2.7,28.438,18.067,31.283,29083.233,1009.593,9.581,0.99,0.99,1.05,85.25,5.975,186.724,8.04,2.68312666
sP04,2024/07/29 12:23,113.83878,22.232893,2.8,28.387,18.362,31.716,29516.224,1009.829,9.817,1.01,1.01,1.04,84.82,5.94,185.629,8.04,2.782501046
sP04,2024/07/29 12:23,113.83878,22.232893,2.9,28.357,18.561,32.009,29807.656,1009.987,9.974,1.02,1.02,1.22,84.68,5.927,185.215,8.05,2.881875385
sP04,2024/07/29 12:23,113.83878,22.232893,3,28.338,18.891,32.514,30289.176,1010.239,10.226,0.96,0.96,0.93,84.59,5.913,184.786,8.04,2.981249675
sP04,2024/07/29 12:23,113.83878,22.232893,3.1,28.308,19.021,32.699,30480.926,1010.347,10.333,0.97,0.97,0.9,84.3,5.891,184.094,8.04,3.080623916
sP04,2024/07/29 12:23,113.83878,22.232893,3.2,28.285,19.115,32.831,30618.651,1010.424,10.41,1.03,1.03,1.01,84.19,5.882,183.826,8.04,3.17999811
sP04,2024/07/29 12:23,113.83878,22.232893,3.3,28.275,19.144,32.87,30661.049,1010.449,10.435,1.01,1.01,0.99,83.62,5.842,182.57,8.03,3.279372255
sP04,2024/07/29 12:23,113.83878,22.232893,3.4,28.26,19.255,33.034,30823.02,1010.537,10.522,1,1,1.1,83.46,5.829,182.156,8.04,3.378746353
sP04,2024/07/29 12:23,113.83878,22.232893,3.5,28.245,19.381,33.219,31005.967,1010.636,10.621,0.95,0.95,0.89,83.25,5.811,181.609,8.03,3.478120402
sP04,2024/07/29 12:23,113.83878,22.232893,3.6,28.237,19.564,33.499,31272.144,1010.776,10.76,0.96,0.96,0.99,83.3,5.81,181.56,8.04,3.577494402
sP04,2024/07/29 12:23,113.83878,22.232893,3.7,28.212,19.686,33.673,31450.596,1010.875,10.859,1.05,1.05,1.04,82.93,5.782,180.702,8.04,3.676868355
sP04,2024/07/29 12:23,113.83878,22.232893,3.8,28.205,19.705,33.697,31477.367,1010.891,10.875,0.91,0.91,1.05,82.84,5.776,180.519,8.04,3.776242259
sP04,2024/07/29 12:23,113.83878,22.232893,3.9,28.185,19.724,33.713,31505.913,1010.912,10.895,0.96,0.96,0.92,82.79,5.773,180.426,8.06,3.875616115
sP04,2024/07/29 12:23,113.83878,22.232893,4,28.16,20.042,34.19,31967.639,1011.158,11.14,0.9,0.9,1.02,82.31,5.733,179.153,8.04,3.974989923
sP04,2024/07/29 12:23,113.83878,22.232893,4.1,28.153,20.141,34.339,32112.005,1011.235,11.217,0.95,0.95,0.89,82.33,5.732,179.124,8.03,4.074363683
sP04,2024/07/29 12:23,113.83878,22.232893,4.2,28.135,20.413,34.747,32505.174,1011.444,11.425,1,1,1.04,82.06,5.706,178.312,8.04,4.173737394
sP04,2024/07/29 12:23,113.83878,22.232893,4.3,28.114,20.578,34.987,32744.224,1011.574,11.555,1,1,1.01,81.9,5.691,177.853,8.04,4.273111058
sP04,2024/07/29 12:23,113.83878,22.232893,4.4,28.101,20.685,35.143,32898.762,1011.658,11.639,1.05,1.05,1.26,81.8,5.682,177.562,8.04,4.372484673
sP04,2024/07/29 12:23,113.83878,22.232893,4.5,28.092,20.724,35.198,32955.943,1011.691,11.671,1,1,1.01,81.79,5.68,177.513,8.05,4.47185824
sP04,2024/07/29 12:23,113.83878,22.232893,4.6,28.089,20.803,35.317,33069.388,1011.751,11.73,1.33,1.33,0.92,81.74,5.675,177.355,8.03,4.571231758
sP04,2024/07/29 12:23,113.83878,22.232893,4.7,28.076,20.921,35.489,33239.788,1011.843,11.823,0.92,0.92,0.99,81.62,5.664,176.996,8.03,4.670605229
sP04,2024/07/29 12:23,113.83878,22.232893,4.8,28.055,21.085,35.726,33476.204,1011.972,11.951,0.85,0.85,1.04,81.42,5.646,176.451,8.05,4.769978651
sP04,2024/07/29 12:23,113.83878,22.232893,4.9,28.054,21.205,35.911,33649.658,1012.063,12.042,1.16,1.16,1.04,80.41,5.574,174.183,8.04,4.869352025
sP04,2024/07/29 12:23,113.83878,22.232893,5,28.048,21.235,35.952,33693.072,1012.088,12.066,0.88,0.88,1.72,80.17,5.557,173.658,8.04,4.968725351
sP04,2024/07/29 12:23,113.83878,22.232893,5.1,28.039,21.336,36.101,33838.067,1012.166,12.144,1.02,1.02,1.19,79.91,5.536,173.005,8.03,5.068098628
sP04,2024/07/29 12:23,113.83878,22.232893,5.2,28.032,21.412,36.213,33947.969,1012.226,12.203,0.94,0.94,1.16,79.83,5.529,172.778,8.04,5.167471858
sP04,2024/07/29 12:23,113.83878,22.232893,5.3,28.015,21.468,36.286,34028.246,1012.273,12.25,1.12,1.12,1.1,79.53,5.508,172.124,8.03,5.266845039
sP04,2024/07/29 12:23,113.83878,22.232893,5.4,28.01,21.482,36.304,34049.31,1012.286,12.262,0.93,0.93,1.11,79.29,5.491,171.615,8.03,5.366218172
sP04,2024/07/29 12:23,113.83878,22.232893,5.5,28.003,21.554,36.409,34152.602,1012.342,12.318,1.03,1.03,1.51,79.06,5.474,171.074,8.05,5.465591256
sP04,2024/07/29 12:23,113.83878,22.232893,5.6,27.996,21.686,36.605,34341.576,1012.443,12.419,0.83,0.83,1.32,78.74,5.449,170.278,8.04,5.564964293
sP04,2024/07/29 12:23,113.83878,22.232893,5.7,27.994,21.692,36.614,34351.219,1012.449,12.424,0.83,0.83,1.14,78.59,5.438,169.937,8.04,5.664337281
sP04,2024/07/29 12:23,113.83878,22.232893,5.8,27.977,21.765,36.713,34456.934,1012.509,12.484,0.91,0.91,1.54,78.19,5.41,169.084,8.03,5.763710221
sP04,2024/07/29 12:23,113.83878,22.232893,5.9,27.951,21.94,36.962,34708.385,1012.648,12.623,1.01,1.01,4.87,78,5.393,168.555,8.05,5.863083113
sP04,2024/07/29 12:23,113.83878,22.232893,6,27.924,21.956,36.967,34732.07,1012.669,12.643,0.9,0.9,1.28,77.84,5.384,168.254,8.04,5.962455957
sP04,2024/07/29 12:23,113.83878,22.232893,6.1,27.891,22.156,37.248,35020.12,1012.829,12.802,0.85,0.85,1.56,77.6,5.364,167.632,8.03,6.061828752
sP04,2024/07/29 12:23,113.83878,22.232893,6.2,27.879,22.157,37.241,35022.109,1012.834,12.807,0.84,0.84,1.48,77.31,5.346,167.059,8.04,6.1612015
sP04,2024/07/29 12:23,113.83878,22.232893,6.3,27.857,22.338,37.499,35281.876,1012.977,12.949,0.95,0.95,2.06,76.25,5.269,164.652,8.03,6.260574199
sP04,2024/07/29 12:23,113.83878,22.232893,6.4,27.825,22.534,37.774,35564.014,1013.134,13.106,0.87,0.87,1.63,75.26,5.198,162.46,8.02,6.359946849
sP04,2024/07/29 12:23,113.83878,22.232893,6.5,27.811,22.588,37.846,35641.396,1013.179,13.15,0.84,0.84,1.71,74.64,5.155,161.1,8.04,6.459319452
sP04,2024/07/29 12:23,113.83878,22.232893,6.6,27.795,22.67,37.959,35759.751,1013.245,13.217,0.87,0.87,2.06,74.33,5.132,160.389,8.05,6.558692007
sP04,2024/07/29 12:23,113.83878,22.232893,6.7,27.772,22.785,38.115,35924.026,1013.339,13.309,0.96,0.96,1.6,73.61,5.082,158.807,8.04,6.658064513
sP04,2024/07/29 12:23,113.83878,22.232893,6.8,27.763,22.859,38.22,36029.954,1013.397,13.368,0.84,0.84,1.8,73.14,5.047,157.734,8.05,6.757436971
sP04,2024/07/29 12:23,113.83878,22.232893,6.9,27.747,22.938,38.329,36144.55,1013.462,13.432,0.8,0.8,1.94,72.39,4.995,156.104,8.04,6.856809381
sP04,2024/07/29 12:23,113.83878,22.232893,7,27.74,23.003,38.42,36236.143,1013.513,13.482,0.8,0.8,1.78,72.03,4.969,155.277,8.04,6.956181742
sP04,2024/07/29 12:23,113.83878,22.232893,7.1,27.73,23.037,38.465,36286.106,1013.542,13.511,0.87,0.87,2.12,71.41,4.926,153.958,8.04,7.055554055
sP04,2024/07/29 12:23,113.83878,22.232893,7.2,27.722,23.125,38.592,36411.357,1013.611,13.579,0.87,0.87,1.96,71.05,4.899,153.119,8.04,7.154926321
sP04,2024/07/29 12:23,113.83878,22.232893,7.3,27.71,23.209,38.709,36531.259,1013.678,13.646,0.75,0.75,2.15,70.48,4.859,151.864,8.03,7.254298538
sP04,2024/07/29 12:23,113.83878,22.232893,7.4,27.699,23.29,38.824,36647.414,1013.742,13.71,0.76,0.76,2.61,70.3,4.845,151.422,8.04,7.353670706
sP04,2024/07/29 12:23,113.83878,22.232893,7.5,27.696,23.316,38.86,36683.842,1013.763,13.73,0.76,0.76,2.15,70.22,4.839,151.241,8.05,7.453042827
sP04,2024/07/29 12:23,113.83878,22.232893,7.6,27.679,23.401,38.975,36805.45,1013.832,13.799,0.8,0.8,2.18,69.29,4.775,149.217,8.04,7.552414899
sP04,2024/07/29 12:23,113.83878,22.232893,7.7,27.677,23.435,39.026,36854.935,1013.859,13.826,0.73,0.73,2.12,69.2,4.768,148.997,8.05,7.651786923
sP04,2024/07/29 12:23,113.83878,22.232893,7.8,27.663,23.496,39.106,36942.052,1013.909,13.875,0.75,0.75,2.08,69.01,4.753,148.55,8.04,7.751158899
sP04,2024/07/29 12:23,113.83878,22.232893,7.9,27.643,23.605,39.255,37097.475,1013.997,13.963,0.78,0.78,2.18,68.68,4.729,147.788,8.05,7.850530827
sP04,2024/07/29 12:23,113.83878,22.232893,8,27.63,23.672,39.346,37194.093,1014.052,14.018,0.72,0.72,2.18,67.89,4.674,146.075,8.04,7.949902707
sP04,2024/07/29 12:23,113.83878,22.232893,8.1,27.623,23.74,39.443,37291.083,1014.106,14.071,0.69,0.69,2.24,67.72,4.661,145.68,8.04,8.049274538
sP04,2024/07/29 12:23,113.83878,22.232893,8.2,27.6,23.752,39.443,37308.786,1014.122,14.086,0.72,0.72,2.54,67.56,4.652,145.374,8.05,8.148646321
sP04,2024/07/29 12:23,113.83878,22.232893,8.3,27.569,24.011,39.808,37678.132,1014.326,14.29,0.63,0.63,2.51,67.12,4.616,144.269,8.04,8.248018056
sP04,2024/07/29 12:23,113.83878,22.232893,8.4,27.526,24.234,40.107,37995.301,1014.506,14.47,0.66,0.66,2.78,65.39,4.496,140.504,8.04,8.347389743
sP04,2024/07/29 12:23,113.83878,22.232893,8.5,27.505,24.32,40.219,38117.994,1014.577,14.541,0.62,0.62,3.13,64.91,4.462,139.438,8.05,8.446761381
sP04,2024/07/29 12:23,113.83878,22.232893,8.6,27.489,24.323,40.212,38124.449,1014.586,14.548,0.64,0.64,2.81,64.3,4.421,138.17,8.05,8.546132971
sP04,2024/07/29 12:23,113.83878,22.232893,8.7,27.485,24.4,40.323,38232.611,1014.645,14.607,0.66,0.66,2.81,62.92,4.325,135.174,8.05,8.645504513
sP04,2024/07/29 12:23,113.83878,22.232893,8.8,27.48,24.426,40.358,38269.95,1014.666,14.628,0.62,0.62,2.88,62.83,4.319,134.978,8.04,8.744876007
sP04,2024/07/29 12:23,113.83878,22.232893,8.9,27.475,24.466,40.414,38327.119,1014.698,14.66,0.68,0.68,2.79,62.66,4.306,134.573,8.04,8.844247453
sP04,2024/07/29 12:23,113.83878,22.232893,9,27.472,24.472,40.421,38335.846,1014.704,14.665,0.69,0.69,2.85,62.64,4.305,134.548,8.05,8.94361885
sP04,2024/07/29 12:23,113.83878,22.232893,9.1,27.468,24.494,40.45,38366.425,1014.722,14.682,0.66,0.66,2.82,62.61,4.303,134.467,8.05,9.0429902
sP04,2024/07/29 12:23,113.83878,22.232893,9.2,27.453,24.544,40.513,38438.871,1014.765,14.725,0.66,0.66,2.98,62.31,4.281,133.798,8.05,9.142361501
sP04,2024/07/29 12:23,113.83878,22.232893,9.3,27.444,24.618,40.616,38543.865,1014.823,14.783,0.59,0.59,3.13,62.24,4.276,133.623,8.05,9.241732754
sP04,2024/07/29 12:23,113.83878,22.232893,9.4,27.399,24.704,40.708,38667.247,1014.902,14.861,0.59,0.59,3.77,61.86,4.251,132.86,8.05,9.341103958
sP04,2024/07/29 12:23,113.83878,22.232893,9.5,27.253,25.515,41.793,39818.856,1015.555,15.514,0.77,0.77,7.3,60.73,4.163,130.114,8.06,9.440475115
sP04,2024/07/29 12:23,113.83878,22.232893,9.6,27.162,25.773,42.099,40187.073,1015.777,15.735,0.65,0.65,8.85,58.81,4.03,125.959,8.04,9.539846223
sP04,2024/07/29 12:23,113.83878,22.232893,9.7,27.132,25.895,42.254,40360.77,1015.878,15.836,0.6,0.6,9.33,55.03,3.773,117.922,8.06,9.639217283
sP04,2024/07/29 12:23,113.83878,22.232893,9.8,27.107,26.026,42.425,40545.719,1015.984,15.942,0.59,0.59,12.26,54.55,3.739,116.856,8.03,9.738588295
sP04,2024/07/29 12:23,113.83878,22.232893,9.9,27.081,26.086,42.493,40632.606,1016.038,15.995,0.59,0.59,12.02,54.06,3.705,115.8,8.04,9.837959258
sP04,2024/07/29 12:23,113.83878,22.232893,10,27.037,26.569,43.163,41311.793,1016.414,16.371,0.69,0.69,18.22,53.52,3.66,114.391,8.06,9.937330174
sP04,2024/07/29 12:23,113.83878,22.232893,10.1,26.913,26.884,43.519,41761.209,1016.689,16.645,0.73,0.73,29.95,52.81,3.614,112.94,8.05,10.03670104
sP05,2024/07/29 12:43,113.84201,22.23811,0,26.602,0.039,0.073,70.598,996.653,-3.347,-0.23,-0.23,-0.09,97.29,7.834,244.816,8.13,0
sP05,2024/07/29 12:43,113.84201,22.23811,0.1,28.641,13.85,24.646,22818.072,1006.378,6.377,1.33,1.33,3.1,99.18,7.099,221.864,8.06,0.099375688
sP05,2024/07/29 12:43,113.84201,22.23811,0.2,28.773,13.802,24.63,22741.942,1006.302,6.301,1.34,1.34,2.43,96.32,6.878,214.947,8.06,0.198751328
sP05,2024/07/29 12:43,113.84201,22.23811,0.3,28.781,13.941,24.86,22950.78,1006.403,6.402,1.33,1.33,1.97,95.16,6.787,212.107,8.05,0.29812692
sP05,2024/07/29 12:43,113.84201,22.23811,0.4,28.782,14.015,24.979,23060.857,1006.458,6.456,1.33,1.33,1.81,94.55,6.741,210.659,8.04,0.397502464
sP05,2024/07/29 12:43,113.84201,22.23811,0.5,28.759,14.405,25.604,23648.57,1006.756,6.754,1.2,1.2,1.68,93.24,6.636,207.394,8.04,0.496877959
sP05,2024/07/29 12:43,113.84201,22.23811,0.6,28.751,14.765,26.183,24186.842,1007.027,7.024,1.22,1.22,1.74,92.84,6.594,206.09,8.04,0.596253407
sP05,2024/07/29 12:43,113.84201,22.23811,0.7,28.73,15.29,27.02,24971.526,1007.425,7.422,1.13,1.13,1.57,92.72,6.568,205.277,8.05,0.695628805
sP05,2024/07/29 12:43,113.84201,22.23811,0.8,28.698,15.539,27.406,25343.821,1007.62,7.617,1.16,1.16,1.56,92.41,6.542,204.443,8.03,0.795004156
sP05,2024/07/29 12:43,113.84201,22.23811,0.9,28.617,16.42,28.774,26653.056,1008.302,8.298,1.12,1.12,1.42,90.59,6.389,199.655,8.03,0.894379459
sP05,2024/07/29 12:43,113.84201,22.23811,1,28.609,16.569,29.008,26874.305,1008.416,8.412,1.16,1.16,1.35,90.2,6.356,198.651,8.03,0.993754713
sP05,2024/07/29 12:43,113.84201,22.23811,1.1,28.609,16.654,29.143,26999.166,1008.48,8.475,1.12,1.12,1.32,89.7,6.318,197.456,8.03,1.093129919
sP05,2024/07/29 12:43,113.84201,22.23811,1.2,28.669,16.701,29.252,27067.007,1008.497,8.492,1.24,1.24,1.47,89.88,6.324,197.624,8.03,1.192505077
sP05,2024/07/29 12:43,113.84201,22.23811,1.3,28.68,16.704,29.262,27070.364,1008.496,8.49,1.09,1.09,1.41,89.97,6.327,197.736,8.04,1.291880187
sP05,2024/07/29 12:43,113.84201,22.23811,1.4,28.719,16.801,29.439,27212.522,1008.557,8.551,1.13,1.13,1.39,89.98,6.321,197.559,8.03,1.391255248
sP05,2024/07/29 12:43,113.84201,22.23811,1.5,28.732,16.944,29.673,27421.452,1008.659,8.652,1.12,1.12,1.65,89.97,6.314,197.34,8.02,1.490630262
sP05,2024/07/29 12:43,113.84201,22.23811,1.6,28.739,17.1,29.926,27651.49,1008.774,8.767,1.08,1.08,1.62,89.15,6.251,195.364,8.02,1.590005227
sP05,2024/07/29 12:43,113.84201,22.23811,1.7,28.702,17.491,30.527,28227.998,1009.077,9.07,1.13,1.13,1.57,88.83,6.219,194.355,8.03,1.689380143
sP05,2024/07/29 12:43,113.84201,22.23811,1.8,28.604,17.918,31.146,28858.172,1009.427,9.419,1.31,1.31,1.47,87.74,6.138,191.825,8.04,1.788755012
sP05,2024/07/29 12:43,113.84201,22.23811,1.9,28.598,17.97,31.224,28933.618,1009.467,9.459,1.13,1.13,1.29,87.53,6.123,191.35,8.03,1.888129832
sP05,2024/07/29 12:43,113.84201,22.23811,2,28.598,18.082,31.401,29097.561,1009.551,9.542,1.15,1.15,1.38,87.46,6.113,191.039,8.03,1.987504605
sP05,2024/07/29 12:43,113.84201,22.23811,2.1,28.594,18.142,31.493,29185.097,1009.597,9.588,1.09,1.09,1.31,87.24,6.096,190.507,8.04,2.086879329
