"Assay","R.squared","Slope","Intercept","Low.95","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD"
"CytB",0.998384916379273,-3.31926045472582,39.4544008345025,20,3.2258390336644,13,1.9334919883402,1.43319415460003,1.15888958809241,0.982827599773523,0.694611141648383
